Ma phim,Nam san xuat,Nguon xem phim,Ten phim,Diem phe binh,Cam xuc phe binh,Diem khan gia,Cam xuc cua khan gia,Ngay ra rap,Ngay phat song,Danh gia,Ngon ngu,Thoi luong phim
5171a5ec-9a70-3676-bff2-a6b73a4bb5de,2023,https://www.rottentomatoes.com/m/your_place_or_mine_2023,Your Place or Mine,3.0,negative,3.5,negative,10/02/2023,10/02/2023,PG-13 (Brief Strong Language|Suggestive Material),English,1h 49m
57fc418a-fde1-3529-ba22-8f281d298574,2023,https://www.rottentomatoes.com/m/the_little_mermaid_2023,The Little Mermaid,6.7,positive,9.4,positive,26/05/2023,25/07/2023,PG (Some Scary Images|Action/Peril),English,2h 15m
5a3da5de-68fd-4a9d-80f7-507c4613c0e1,2023,https://www.rottentomatoes.com/m/wildflower,Wildflower,6.3,positive,9.3,positive,17/03/2023,21/03/2023,R (A Sexual Reference|Teen Drinking|Some Language),English,1h 45m
5b8dab0e-3838-490a-86e2-490febde294c,2023,https://www.rottentomatoes.com/m/fear_2023,Fear,2.1,negative,3.7,negative,27/01/2023,28/03/2023,R (Bloody Violence and Language),English,1h 25m
5c9cb353-8439-33ad-88ac-fc6fda7fc50a,2023,https://www.rottentomatoes.com/m/flamin_hot,Flamin' Hot,6.8,positive,8.7,positive,02/06/2023,09/06/2023,PG-13 (Some Strong Language|Brief Drug Material),English,2h 9m
5ccb374d-be86-47f8-86d3-b86d40d599e7,2023,https://www.rottentomatoes.com/m/napoleon_2023,Napoleon,5.8,negative,5.9,negative,22/11/2023,09/01/2024,R (Sexual Content|Brief Language|Some Grisly Images|Strong Violence),English,2h 38m
5f19e3e1-ff56-31f2-acd0-dee2cf925a7b,2023,https://www.rottentomatoes.com/m/m3gan,M3GAN,9.3,positive,7.8,positive,06/01/2023,24/01/2023,PG-13 (Some Strong Language|A Suggestive Reference|Terror|Violent Content),English,1h 42m
60c6162f-f2ba-3193-835c-623fe2dae669,2023,https://www.rottentomatoes.com/m/stephen_curry_underrated,Stephen Curry: Underrated,8.5,positive,8.6,positive,21/07/2023,21/07/2023,PG-13 (Brief Strong Language),English,1h 50m
61144475-dcbf-374f-b78e-5ee0385a2225,2023,https://www.rottentomatoes.com/m/boudica_queen_of_war,Boudica: Queen of War,4.0,negative,1.6,negative,27/10/2023,27/10/2023,R (Strong Bloody Violence|Some Language),English (United Kingdom),1h 40m
621955c8-b3e9-46db-b4bc-ca3e8718651d,2023,https://www.rottentomatoes.com/m/anatomy_of_a_fall,Anatomy of a Fall,9.6,positive,9.0,positive,13/10/2023,22/12/2023,R (Some Language|Sexual References|Violent Images),French,2h 30m
6473df0f-13e2-48fe-a6b0-efc8bf9926a6,2023,https://www.rottentomatoes.com/m/american_symphony,American Symphony,9.4,positive,7.6,positive,24/11/2023,29/11/2023,PG-13 (Some Strong Language),English,1h 40m
65013f48-9a02-3b40-a131-c197b3d8ef9a,2023,https://www.rottentomatoes.com/m/magic_mikes_last_dance,Magic Mike's Last Dance,4.7,negative,7.3,positive,10/02/2023,21/03/2023,R (Sexual Material and Language),English,1h 52m
65021aba-fbbf-3c55-b038-4d324afb1a96,2023,https://www.rottentomatoes.com/m/the_holdovers,The Holdovers,9.7,positive,9.2,positive,10/11/2023,28/11/2023,R (Language|Brief Sexual Material|Some Drug Use),English,2h 13m
65aa26fd-f6c7-4f7d-a8ba-51514797261e,2023,https://www.rottentomatoes.com/m/seriously_red,Seriously Red,5.2,negative,4.5,negative,10/02/2023,10/02/2023,R (Some Language|Sexual Content|Nudity),English,1h 44m
6797413f-aa25-3f46-8f35-252d14288b1b,2023,https://www.rottentomatoes.com/m/nyad,Nyad,8.5,positive,8.7,positive,20/10/2023,03/11/2023,PG-13 (Sexual Abuse|Brief Partial Nudity|Some Strong Language|Thematic Material),English,2h 1m
6838626b-f815-3e15-85fb-25db274648bb,2023,https://www.rottentomatoes.com/m/the_popes_exorcist,The Pope's Exorcist,5.0,negative,8.1,positive,14/04/2023,02/05/2023,R (Sexual References|Language|Some Nudity|Violent Content),English,1h 43m
69e1077e-e4aa-33ea-b524-91f8accb2f0a,2023,https://www.rottentomatoes.com/m/my_big_fat_greek_wedding_3,My Big Fat Greek Wedding 3,3.1,negative,7.1,positive,08/09/2023,03/11/2023,PG-13 (Suggestive Material|Some Nudity),English,1h 31m
6a66d84b-e3c7-3f46-80ea-c6617648364f,2023,https://www.rottentomatoes.com/m/the_nun_ii,The Nun II,5.2,negative,7.3,positive,08/09/2023,03/10/2023,R (Violent Content|Some Terror),English,1h 50m
6dd2100d-803d-4452-bc95-5afaa87f4f34,2023,https://www.rottentomatoes.com/m/saltburn,Saltburn,7.1,positive,7.9,positive,22/11/2023,22/12/2023,R (Drug Use|Disturbing Violent Content|Graphic Nudity|Language Throughout|Strong Sexual Content),English,2h 11m
6f293b59-c309-372c-99ad-48c767357f08,2023,https://www.rottentomatoes.com/m/the_mother_2023,The Mother,4.3,negative,6.2,positive,12/05/2023,12/05/2023,R (Violence|Some Language|Brief Drug Use),English,1h 56m
6f374589-6b12-3adf-a250-58a649aa40c1,2023,https://www.rottentomatoes.com/m/dungeons_and_dragons_honor_among_thieves,Dungeons & Dragons: Honor Among Thieves,9.1,positive,9.3,positive,31/03/2023,02/05/2023,PG-13 (Some Language|Fantasy Action/Violence),English,2h 14m
6f9d43b1-3334-381b-8ec7-86dde0e1f50d,2023,https://www.rottentomatoes.com/m/shrapnel,Shrapnel,0.0,negative,5.9,negative,28/07/2023,28/07/2023,R (Violence Throughout|Language|Brief Sexuality),English,1h 29m
70d7b79f-9cc2-3bcd-ab69-5ad8636d1e3a,2023,https://www.rottentomatoes.com/m/inside_2023,Inside,6.2,positive,4.0,negative,17/03/2023,04/04/2023,R,English,1h 45m
70ea9ab1-0e68-3668-b3ec-efd1bbda39b5,2023,https://www.rottentomatoes.com/m/family_switch,Family Switch,4.1,negative,4.3,negative,30/11/2023,30/11/2023,PG (Suggestive Material|Some Thematic Elements|Language|Teen Partying),English,1h 41m
7489baa8-7013-4ab1-b413-5c94b5f9a461,2023,https://www.rottentomatoes.com/m/carmen_2022_2,Carmen,6.2,positive,6.4,positive,21/04/2023,14/07/2023,R (Language|Some Violence|Nudity),English (Australia),1h 56m
74f4f940-f6f6-4fab-ba0a-469ba9cfa0b6,2023,https://www.rottentomatoes.com/m/the_burial_2023,The Burial,9.2,positive,8.2,positive,06/10/2023,13/10/2023,R (Language),English,2h 6m
7550c7be-4166-3c4c-a2dc-03a223aa3b29,2023,https://www.rottentomatoes.com/m/the_creator_2023,The Creator,6.7,positive,7.6,positive,29/09/2023,14/11/2023,PG-13 (Strong Language|Some Bloody Images|Violence),English,2h 13m
76ef5275-f611-36ed-8849-87ca5117d189,2023,https://www.rottentomatoes.com/m/buddy_games_spring_awakening,Buddy Games: Spring Awakening,3.3,negative,6.9,positive,19/05/2023,02/06/2023,R (Language Throughout|Drug Use|Crude Sexual Material|Some Nudity|Violent Material),English,1h 36m
77ba2b95-89a1-43e6-83ab-c8c064f18db1,2023,https://www.rottentomatoes.com/m/theater_camp,Theater Camp,8.6,positive,7.9,positive,04/08/2023,14/09/2023,PG-13 (Suggestive/Drug References|Some Strong Language),English,1h 34m
7807e2b5-72d7-3dc7-8cd4-b9482b82fe01,2023,https://www.rottentomatoes.com/m/the_flash_2023,The Flash,6.3,positive,8.3,positive,16/06/2023,18/07/2023,PG-13 (Partial Nudity|Action|Sequences of Violence|Some Strong Language),English,2h 24m
78e5d8e4-6c58-484e-8b04-4392784cc6aa,2023,https://www.rottentomatoes.com/m/guy_ritchies_the_covenant,Guy Ritchie's The Covenant,8.3,positive,9.8,positive,21/04/2023,09/05/2023,R (Violence|Language Throughout|Brief Drug Content),English,2h 3m
7932a557-77dd-33cb-bf68-33e3b36e71b3,2023,https://www.rottentomatoes.com/m/the_beanie_bubble,The Beanie Bubble,4.7,negative,5.6,negative,21/07/2023,28/07/2023,R (Language),English,1h 50m
79e469fc-8455-3efb-947a-9c00eb69ab0b,2023,https://www.rottentomatoes.com/m/the_hunger_games_the_ballad_of_songbirds_and_snakes,The Hunger Games: The Ballad of Songbirds & Snakes,6.4,positive,8.9,positive,17/11/2023,19/12/2023,PG-13 (Strong Violent Content|Disturbing Material),English,2h 37m
7a1a838b-a566-3dc2-8973-1785b4523989,2023,https://www.rottentomatoes.com/m/rumble_through_the_dark,Rumble Through the Dark,6.4,positive,9.6,positive,03/11/2023,10/11/2023,R (Violence|Some Sexual Material|Language),English,1h 56m
7b8d80fe-bc07-3960-a30b-bc5f2d16a6f1,2023,https://www.rottentomatoes.com/m/the_oath_2023,The Oath,3.0,negative,8.5,positive,08/12/2023,26/03/2024,PG-13 (Violent Content),English,1h 44m
7bf33dc6-8dcd-402f-942f-f6ba39c71380,2023,https://www.rottentomatoes.com/m/sly_2023,Sly,8.1,positive,8.7,positive,27/10/2023,03/11/2023,R (Some Language),English,1h 35m
7e2d7520-d808-437a-9e05-348a39ff8d30,2023,https://www.rottentomatoes.com/m/taylor_swift_the_eras_tour,TAYLOR SWIFT | THE ERAS TOUR,9.9,positive,9.8,positive,13/10/2023,13/12/2023,PG-13 (Suggestive Material|Some Strong Language),English,2h 48m
7e83c16a-c937-34a0-9119-06d157c648ab,2023,https://www.rottentomatoes.com/m/knights_of_the_zodiac,Knights of the Zodiac,2.1,negative,6.0,positive,12/05/2023,27/06/2023,PG-13 (Action/Violence),English,1h 52m
7fe58e79-97ca-3890-aced-4c7d5da87ab1,2023,https://www.rottentomatoes.com/m/aquaman_and_the_lost_kingdom,Aquaman and the Lost Kingdom,3.4,negative,8.1,positive,22/12/2023,23/01/2024,PG-13 (Some Language|Sci-Fi Violence),English,2h 4m
80a8498a-520f-3d94-a03d-b5795d01c41e,2023,https://www.rottentomatoes.com/m/dicks_the_musical,Dicks: The Musical,6.7,positive,6.6,positive,20/10/2023,10/11/2023,R (Pervasive Language|Graphic Nudity|Brief Drug Use|Strong Crude Sexual Content),English,1h 26m
8181fd22-1afc-3fea-a2b7-2a51d0752dc7,2023,https://www.rottentomatoes.com/m/el_conde,El Conde,8.2,positive,6.2,positive,08/09/2023,15/09/2023,R (Sexual Content|Rape|Language|Some Graphic Nudity|Strong Violence and Gore),Spanish,1h 50m
81b393c8-d99a-3ed5-b050-75cca835319d,2023,https://www.rottentomatoes.com/m/they_cloned_tyrone,They Cloned Tyrone,9.5,positive,10.0,positive,14/07/2023,21/07/2023,R (Some Sexual Material|Pervasive Language|Drug Use|Violence),English,2h 2m
81c5573c-5656-38a1-8f94-a846279a1e46,2023,https://www.rottentomatoes.com/m/65,65,3.6,negative,6.5,positive,10/03/2023,07/04/2023,PG-13 (Intense Sci-Fi Action|Brief Bloody Images|Peril),English,1h 33m
82319c4b-655b-3c25-8416-00222e21097f,2023,https://www.rottentomatoes.com/m/blue_beetle,Blue Beetle,7.7,positive,9.1,positive,18/08/2023,26/09/2023,PG-13 (Sequences of Action|Language|Some Suggestive References|Violence),English,2h 7m
8288e032-b21a-481b-ab53-f3b2853cd0c1,2023,https://www.rottentomatoes.com/m/blackberry,BlackBerry,9.7,positive,9.4,positive,12/05/2023,02/06/2023,R (Language Throughout),English,1h 59m
83483101-e8dd-3d83-b806-640a27a688d9,2023,https://www.rottentomatoes.com/m/the_magicians_elephant,The Magician's Elephant,6.5,positive,8.2,positive,10/03/2023,17/03/2023,PG (Some Action/Peril|Thematic Elements),English,1h 43m
83f24236-db29-3bcd-8001-658fd8e463fc,2023,https://www.rottentomatoes.com/m/the_color_purple,The Color Purple,8.1,positive,9.5,positive,25/12/2023,16/01/2024,PG-13 (Mature Thematic Content|Language|Sexual Content|Violence),English,2h 21m
84d29fce-f85c-4cd8-8281-525f0218528d,2023,https://www.rottentomatoes.com/m/strange_way_of_life,Strange Way of Life,7.7,positive,5.4,negative,04/10/2023,13/02/2024,R (Language|Bloody Images|Some Sexual Content),English,31m
85901478-2ea5-48ce-a890-f6c85b878289,2023,https://www.rottentomatoes.com/m/dream_scenario,Dream Scenario,9.1,positive,6.8,positive,22/11/2023,22/12/2023,R (Some Sexual Content|Language|Violence),English,1h 42m
865b81a4-aa57-4f52-b248-93d5cf3d7fe9,2023,https://www.rottentomatoes.com/m/the_zone_of_interest,The Zone of Interest,9.3,positive,7.8,positive,15/12/2023,20/02/2024,PG-13 (Some Suggestive Material|Smoking|Thematic Material),German,1h 46m
892a2d4e-56db-3c44-8095-544cb077078d,2023,https://www.rottentomatoes.com/m/children_of_the_corn,Children of the Corn,1.2,negative,3.8,negative,03/03/2023,21/03/2023,R (Violence and Bloody Images),English,1h 32m
89497f6e-429a-3064-8184-3363d4072ea7,2023,https://www.rottentomatoes.com/m/the_machine_2023,The Machine,3.1,negative,8.7,positive,26/05/2023,20/06/2023,R (Pervasive Language|Drug Use|Some Sexual References|Strong Violence),English,1h 52m
8a079643-0872-33c4-a1fe-b26d3a3b982f,2023,https://www.rottentomatoes.com/m/the_secret_kingdom,The Secret Kingdom,6.3,positive,4.8,negative,09/06/2023,09/06/2023,PG (Action/Peril|Thematic Elements),English,1h 38m
8a57a88c-e83d-3abc-b856-f3f10e71a849,2023,https://www.rottentomatoes.com/m/ruby_gillman_teenage_kraken,"Ruby Gillman, Teenage Kraken",6.5,positive,8.1,positive,30/06/2023,18/07/2023,PG (Some Action|Rude Humor|Thematic Elements),English,1h 31m
8b7f8609-a7ae-4d17-9ee2-b98950fc66d2,2023,https://www.rottentomatoes.com/m/society_of_the_snow,Society of the Snow,9.0,positive,8.8,positive,22/12/2023,04/01/2024,R (Violent/Disturbing Material|Brief Graphic Nudity),Spanish,2h 24m
8ceec3eb-8bac-456f-a0d4-530f83a38e50,2023,https://www.rottentomatoes.com/m/what_happens_later,What Happens Later,5.1,negative,2.8,negative,03/11/2023,28/11/2023,R (Some Sexual References|Language|Brief Drug Use),English,1h 43m
8cf99818-3743-4718-bb42-d78ed266876f,2023,https://www.rottentomatoes.com/m/joy_ride_2023,Joy Ride,9.0,positive,8.2,positive,07/07/2023,28/07/2023,R (Drug Content|Brief Graphic Nudity|Language Throughout|Strong & Crude Sexual Content),English,1h 35m
8d105e95-5da8-4ca8-a3d3-cba0ba2fa45f,2023,https://www.rottentomatoes.com/m/jesus_revolution,Jesus Revolution,5.4,negative,9.9,positive,24/02/2023,11/04/2023,PG-13 (Strong Drug Content|Some Thematic Elements),English,1h 59m
8d14134a-57c1-3f32-a0ee-9fdb0b789e5a,2023,https://www.rottentomatoes.com/m/champions_2022,Champions,5.8,negative,9.5,positive,10/03/2023,28/03/2023,PG-13 (Strong Language|Crude/Sexual References),English,2h 3m
8e6c876d-6192-3764-bc00-0318b3a6289f,2023,https://www.rottentomatoes.com/m/gran_turismo_based_on_a_true_story,Gran Turismo: Based on a True Story,6.5,positive,9.8,positive,25/08/2023,26/09/2023,PG-13 (Some Strong Language|Intense Action),English,2h 15m
8f7ba669-b488-470c-be54-3755db445627,2023,https://www.rottentomatoes.com/m/all_of_us_strangers,All of Us Strangers,9.6,positive,9.1,positive,22/12/2023,22/02/2024,R (Sexual Content|Language|Some Drug Use),English,1h 45m
8febdaa4-a3ea-33df-bbc9-da5559a6359b,2023,https://www.rottentomatoes.com/m/80_for_brady,80 for Brady,5.8,negative,8.9,positive,03/02/2023,07/03/2023,PG-13 (Some Suggestive References|Some Drug Content|Brief Strong Language),English,1h 38m
90a0a543-d229-4748-ba4b-74dc6d06d9eb,2023,https://www.rottentomatoes.com/m/breakwater_2023,Breakwater,4.0,negative,4.8,negative,22/12/2023,22/12/2023,R (Language|Violence|Some Sexual Material),English,1h 37m
90c22bee-a1dd-44f6-8345-d1792b4dddc3,2023,https://www.rottentomatoes.com/m/godzilla_minus_one,Godzilla Minus One,9.8,positive,9.8,positive,01/12/2023,01/06/2024,PG-13 (Creature Violence and Action),Japanese,2h 5m
90e4f0bd-ed20-3311-a4cd-fa650d2d1be3,2023,https://www.rottentomatoes.com/m/operation_fortune_ruse_de_guerre,Operation Fortune: Ruse de guerre,5.1,negative,8.2,positive,03/03/2023,21/03/2023,R (Language and Violence),English,1h 54m
91100701-5a24-3ca6-8fae-e97cf8bd14f9,2023,https://www.rottentomatoes.com/m/the_flood_2023,The Flood,3.3,negative,2.3,negative,14/07/2023,14/07/2023,R,English,1h 31m
9155b1bf-99f2-4efe-8ebd-cdd9ec569412,2023,https://www.rottentomatoes.com/m/one_true_loves,One True Loves,3.0,negative,3.5,negative,07/04/2023,14/04/2023,PG-13,English,1h 40m
91571c74-cea1-4bd6-b156-e1f44fc4e18e,2023,https://www.rottentomatoes.com/m/spy_kids_armageddon,Spy Kids: Armageddon,5.4,negative,4.3,negative,22/09/2023,22/09/2023,PG (Sequences of Action),English,1h 48m
918604c1-a9d3-4ed8-94a1-3ac403b0c3a7,2023,https://www.rottentomatoes.com/m/beau_is_afraid,Beau Is Afraid,6.8,positive,7.1,positive,21/04/2023,13/06/2023,R (Graphic Nudity|Drug Use|Language|Sexual Content|Strong Violent Content),English,2h 59m
91d9bac8-6a53-4c14-bb3d-ce66a1261732,2023,https://www.rottentomatoes.com/m/occupied_city,Occupied City,7.0,positive,7.8,positive,25/12/2023,23/02/2024,PG-13 (Smoking|Sexual Material|Brief Drug Use|Strong Language|Thematic Material),English,4h 0m
92db47cf-dfa1-3825-bef5-bf23ba182080,2023,https://www.rottentomatoes.com/m/the_exorcist_believer,The Exorcist: Believer,2.2,negative,5.9,negative,06/10/2023,24/10/2023,R (Language|Disturbing Images|Sexual References|Some Violent Content),English,1h 51m
94a0d722-c23d-4e4e-ab3d-1f15beb01304,2023,https://www.rottentomatoes.com/m/fingernails,Fingernails,6.0,positive,4.7,negative,27/10/2023,03/11/2023,R (Language),English,1h 53m
955e71a2-aae7-4016-9cff-001818ba5988,2023,https://www.rottentomatoes.com/m/heart_of_stone_2023,Heart of Stone,3.1,negative,5.1,negative,11/08/2023,11/08/2023,PG-13 (Action|Some Language|Sequences of Violence),English,2h 2m
95e645f5-996b-3841-a1e1-246ba5f2bbcf,2023,https://www.rottentomatoes.com/m/thanksgiving_2023,Thanksgiving,8.4,positive,8.0,positive,17/11/2023,19/12/2023,R (Pervasive Language|Gore|Some Sexual Material|Strong Bloody Horror Violence),English,1h 47m
960eba07-2184-3bc1-a72e-dd9087645af5,2023,https://www.rottentomatoes.com/m/saw_x,Saw X,8.0,positive,8.9,positive,29/09/2023,20/10/2023,R (Language|Grisly Bloody Violence|Some Drug Use|Torture),English,1h 58m
965ecc6a-dde6-405b-967d-91abb90ddb2f,2023,https://www.rottentomatoes.com/m/evil_dead_rise,Evil Dead Rise,8.4,positive,7.6,positive,21/04/2023,09/05/2023,R (Some Language|Gore|Strong Bloody Horror Violence),English,1h 36m
96dffe5c-0824-3d6d-9442-e86e58f11685,2023,https://www.rottentomatoes.com/m/the_re_education_of_molly_singer,The Re-Education of Molly Singer,2.0,negative,9.5,positive,29/09/2023,29/09/2023,R (Pervasive Language|Some Drug Use|Sexual Content),English,2h 0m
972bffa4-cb57-3fd0-9b29-4f694277b2b4,2023,https://www.rottentomatoes.com/m/the_boys_in_the_boat,The Boys in the Boat,5.7,negative,9.7,positive,25/12/2023,16/01/2024,PG-13 (Language and Smoking),English,2h 4m
9a684f8f-b7e4-413c-aa55-aaba26a8df63,2023,https://www.rottentomatoes.com/m/satanic_hispanics,Satanic Hispanics,9.0,positive,5.2,negative,14/09/2023,14/11/2023,R (Bloody Violence and Gore|Some Sexual Material|Language Throughout),English,1h 45m
9a800ae0-c4bb-30ae-86d4-ba165aefd8de,2023,https://www.rottentomatoes.com/m/its_a_wonderful_knife,It's a Wonderful Knife,5.4,negative,7.2,positive,10/11/2023,22/12/2023,R (Language|Drug Use|Bloody Violence),English,1h 27m
9adffa10-5926-3ec9-b632-9cba7e351c05,2023,https://www.rottentomatoes.com/m/to_catch_a_killer_2023,To Catch a Killer,5.2,negative,6.3,positive,21/04/2023,16/05/2023,R (Strong Violent Content|Strong Language),English,1h 59m
9b9ba987-f806-3d33-afc9-5900384aacf2,2023,https://www.rottentomatoes.com/m/supercell,Supercell,5.0,negative,7.6,positive,17/03/2023,17/03/2023,PG-13 (Some Peril|Smoking|Language),English,1h 40m
9ba71417-765e-4016-954b-4a62b186e68a,2023,https://www.rottentomatoes.com/m/memory_2023,Memory,8.5,positive,7.1,positive,22/12/2023,20/02/2024,R (Some Sexual Content|Language|Graphic Nudity),English,1h 40m
9c064f66-bad8-4e1f-93ae-d61756911deb,2023,https://www.rottentomatoes.com/m/lift_2022,Lift,10.0,positive,8.0,positive,15/09/2023,22/09/2023,PG-13 (Brief Strong Language),English,1h 27m
9c225277-6be0-3e7c-baf1-318f9ec51b1c,2023,https://www.rottentomatoes.com/m/sound_of_freedom,Sound of Freedom,5.7,negative,9.9,positive,04/07/2023,13/10/2023,PG-13 (Violence|Sex Trafficking|Language|Thematic Content|Sexual References|Smoking Throughout|Some Drug References),English,2h 11m
9c869495-7438-41a6-bd74-d38f5bc96b0a,2023,https://www.rottentomatoes.com/m/bank_of_dave,Bank of Dave,8.6,positive,8.6,positive,25/08/2023,25/08/2023,PG-13 (Some Strong Language),English (United Kingdom),1h 47m
9e0374c2-796b-47ad-9393-de6c1cfc9b14,2023,https://www.rottentomatoes.com/m/maybe_i_do,Maybe I Do,3.2,negative,6.1,positive,27/01/2023,14/02/2023,PG-13 (Sexually Suggestive Material|Brief Strong Language),English,1h 35m
9ece2c39-aa0c-36a8-9075-0c7a305a6998,2023,https://www.rottentomatoes.com/m/a_man_called_otto,A Man Called Otto,7.0,positive,9.7,positive,13/01/2023,28/02/2023,PG-13 (Mature Thematic Material|Language|Suicide Attempts),English,2h 6m
9ee67e23-7157-43fd-a639-6d8710a974fe,2023,https://www.rottentomatoes.com/m/marlowe_2022,Marlowe,2.6,negative,3.7,negative,15/02/2023,04/04/2023,R (Language|Brief Drug Use|Some Sexual Material|Violent Content),English,1h 49m
9fa2d4ad-63f3-3a0e-a63b-20521a35295d,2023,https://www.rottentomatoes.com/m/the_equalizer_3,The Equalizer 3,7.6,positive,9.4,positive,01/09/2023,03/10/2023,R (Strong Bloody Violence|Some Language),English,1h 49m
a012ad12-03e2-3c3d-9ddf-2194effe4fd3,2023,https://www.rottentomatoes.com/m/one_day_as_a_lion,One Day as a Lion,6.4,positive,4.9,negative,04/04/2023,07/04/2023,R (Sexual References|Pervasive Language|Some Violence),English,1h 27m
a056f80a-cf96-3d80-a368-2e98316484b9,2023,https://www.rottentomatoes.com/m/the_monkey_king_2023,The Monkey King,5.9,negative,6.4,positive,11/08/2023,18/08/2023,PG (Action/Violence|Brief Thematic Material),English,1h 32m
a0df50e4-5b07-3a02-9d9d-bcddf117c484,2023,https://www.rottentomatoes.com/m/stamped_from_the_beginning,Stamped From the Beginning,10.0,positive,6.6,positive,10/11/2023,20/11/2023,R (Nude Images|Language|Drug Content|Racism|Some Violent Content),English,1h 31m
a1c199fc-e4ab-3524-bc82-560162f35ec4,2023,https://www.rottentomatoes.com/m/kandahar_2023,Kandahar,4.5,negative,8.2,positive,26/05/2023,15/08/2023,R (Violence and Language),English,1h 59m
